Protein,mf-go
Q8IU60,GO:0046872
Q8IU60,GO:0016818
Q8IU60,GO:0005488
Q8IU60,GO:0016462
Q8IU60,GO:0004518
Q8IU60,GO:0003824
Q8IU60,GO:0003674
Q8IU60,GO:0016787
Q8IU60,GO:0036094
Q8IU60,GO:0003676
Q8IU68,GO:0005216
Q8IU68,GO:0140313
Q8IU68,GO:0015267
Q8IU68,GO:0022857
Q8IU68,GO:0005515
Q8IU68,GO:0022836
Q8IU68,GO:0005488
Q8IU68,GO:0022803
Q8IU68,GO:0015075
Q8IU68,GO:0005215
Q8IU68,GO:0019955
Q8IU68,GO:0003674
Q8IU80,GO:0004252
Q8IU80,GO:0017171
Q8IU80,GO:0005515
Q8IU80,GO:0008233
Q8IU80,GO:0008237
Q8IU80,GO:0005488
Q8IU80,GO:0004222
Q8IU80,GO:0004175
Q8IU80,GO:0003824
Q8IU80,GO:0003674
Q8IU80,GO:0016787
Q8IU80,GO:0008236
Q8IU80,GO:0140096
Q8IU81,GO:0005488
Q8IU81,GO:0019787
Q8IU81,GO:0016740
Q8IU81,GO:0003712
Q8IU81,GO:0016755
Q8IU81,GO:0003824
Q8IU81,GO:0003714
Q8IU81,GO:0004842
Q8IU81,GO:0003674
Q8IU81,GO:0140110
Q8IU81,GO:0016746
Q8IU81,GO:0061659
Q8IU81,GO:0005515
Q8IU81,GO:0061630
Q8IU81,GO:0140096
Q8IU85,GO:0016740
Q8IU85,GO:0043168
Q8IU85,GO:0032559
Q8IU85,GO:0017076
Q8IU85,GO:0032555
Q8IU85,GO:0005516
Q8IU85,GO:0043167
Q8IU85,GO:0004674
Q8IU85,GO:0016301
Q8IU85,GO:0032553
Q8IU85,GO:0005515
Q8IU85,GO:0097367
Q8IU85,GO:0000166
Q8IU85,GO:0004672
Q8IU85,GO:0005488
Q8IU85,GO:1901265
Q8IU85,GO:0016772
Q8IU85,GO:1901363
Q8IU85,GO:0035639
Q8IU85,GO:0005524
Q8IU85,GO:0030554
Q8IU85,GO:0106310
Q8IU85,GO:0016773
Q8IU85,GO:0003824
Q8IU85,GO:0003674
Q8IU85,GO:0036094
Q8IU85,GO:0140096
Q8IU89,GO:0016740
Q8IU89,GO:0005515
Q8IU89,GO:0005488
Q8IU89,GO:0016746
Q8IU89,GO:0016747
Q8IU89,GO:0016755
Q8IU89,GO:0003824
Q8IU89,GO:0003674
Q8IU89,GO:0003676
Q8IU89,GO:0140096
Q8IU89,GO:0003677
Q8IU99,GO:0015276
Q8IU99,GO:0099094
Q8IU99,GO:0005216
Q8IU99,GO:0042802
Q8IU99,GO:0015085
Q8IU99,GO:0015267
Q8IU99,GO:0005262
Q8IU99,GO:0022857
Q8IU99,GO:0005515
Q8IU99,GO:0046873
Q8IU99,GO:0022836
Q8IU99,GO:0005488
Q8IU99,GO:0022803
Q8IU99,GO:0022832
Q8IU99,GO:0022834
Q8IU99,GO:0005244
Q8IU99,GO:0015075
Q8IU99,GO:0005261
Q8IU99,GO:0005215
Q8IU99,GO:0008324
Q8IU99,GO:0022843
Q8IU99,GO:0003674
Q8IUA0,GO:0005515
Q8IUA0,GO:0005488
Q8IUA0,GO:0061134
Q8IUA0,GO:0002020
Q8IUA0,GO:0003674
Q8IUA0,GO:0098772
Q8IUA0,GO:0004857
Q8IUA0,GO:0030414
Q8IUA0,GO:0061135
Q8IUA0,GO:0140678
Q8IUA0,GO:0019899
Q8IUA0,GO:0004866
Q8IUA0,GO:0030234
Q8IUA7,GO:0005488
Q8IUA7,GO:0016887
Q8IUA7,GO:0043167
Q8IUA7,GO:0005215
Q8IUA7,GO:0043168
Q8IUA7,GO:0016462
Q8IUA7,GO:1901265
Q8IUA7,GO:0022804
Q8IUA7,GO:0140657
Q8IUA7,GO:0015399
Q8IUA7,GO:0016817
Q8IUA7,GO:0032559
Q8IUA7,GO:0003824
Q8IUA7,GO:1901363
Q8IUA7,GO:0003674
Q8IUA7,GO:0017076
Q8IUA7,GO:0035639
Q8IUA7,GO:0005524
Q8IUA7,GO:0016787
Q8IUA7,GO:0036094
Q8IUA7,GO:0017111
Q8IUA7,GO:0032555
Q8IUA7,GO:0022857
Q8IUA7,GO:0032553
Q8IUA7,GO:0097367
Q8IUA7,GO:0000166
Q8IUA7,GO:0030554
Q8IUA7,GO:0016818
Q8IUB2,GO:0005488
Q8IUB2,GO:0004857
Q8IUB2,GO:0030414
Q8IUB2,GO:0061135
Q8IUB2,GO:0061134
Q8IUB2,GO:0019899
Q8IUB2,GO:0140678
Q8IUB2,GO:0003674
Q8IUB2,GO:0098772
Q8IUB2,GO:0005515
Q8IUB2,GO:0004866
Q8IUB2,GO:0030234
Q8IUB2,GO:0002020
Q8IUB3,GO:0005488
Q8IUB3,GO:0004857
Q8IUB3,GO:0030414
Q8IUB3,GO:0061135
Q8IUB3,GO:0061134
Q8IUB3,GO:0019899
Q8IUB3,GO:0140678
Q8IUB3,GO:0003674
Q8IUB3,GO:0098772
Q8IUB3,GO:0005515
Q8IUB3,GO:0004866
Q8IUB3,GO:0030234
Q8IUB3,GO:0002020
Q8IUB5,GO:0005488
Q8IUB5,GO:0004857
Q8IUB5,GO:0030414
Q8IUB5,GO:0061135
Q8IUB5,GO:0061134
Q8IUB5,GO:0019899
Q8IUB5,GO:0140678
Q8IUB5,GO:0003674
Q8IUB5,GO:0098772
Q8IUB5,GO:0005515
Q8IUB5,GO:0004866
Q8IUB5,GO:0030234
Q8IUB5,GO:0002020
Q8IUB9,GO:0005488
Q8IUB9,GO:0003674
Q8IUB9,GO:0005515
Q8IUC0,GO:0005198
Q8IUC0,GO:0003674
Q8IUC1,GO:0005488
Q8IUC1,GO:0005198
Q8IUC1,GO:0003674
Q8IUC1,GO:0005515
Q8IUC2,GO:0005488
Q8IUC2,GO:0003674
Q8IUC2,GO:0005515
Q8IUC3,GO:0003674
Q8IUC3,GO:0005488
Q8IUC3,GO:0005515
Q8IUC4,GO:0005488
Q8IUC4,GO:0003674
Q8IUC4,GO:0005515
Q8IUC6,GO:0030674
Q8IUC6,GO:0060090
Q8IUC6,GO:0035591
Q8IUC6,GO:0019900
Q8IUC6,GO:0005515
Q8IUC6,GO:0019899
Q8IUC6,GO:0005488
Q8IUC6,GO:0019901
Q8IUC6,GO:0003674
Q8IUC8,GO:0016740
Q8IUC8,GO:0016758
Q8IUC8,GO:0008194
Q8IUC8,GO:0003824
Q8IUC8,GO:0003674
Q8IUC8,GO:0016757
Q8IUC8,GO:0140096
Q8IUD2,GO:0051020
Q8IUD2,GO:0019904
Q8IUD2,GO:0050839
Q8IUD2,GO:0005515
Q8IUD2,GO:0019899
Q8IUD2,GO:0005488
Q8IUD2,GO:0045296
Q8IUD2,GO:0005198
Q8IUD2,GO:0031267
Q8IUD2,GO:0003674
Q8IUD6,GO:0019787
Q8IUD6,GO:0016740
Q8IUD6,GO:0004842
Q8IUD6,GO:0042802
Q8IUD6,GO:0044877
Q8IUD6,GO:0005102
Q8IUD6,GO:0005515
Q8IUD6,GO:0005488
Q8IUD6,GO:0016746
Q8IUD6,GO:0061659
Q8IUD6,GO:0061630
Q8IUD6,GO:0016755
Q8IUD6,GO:0003824
Q8IUD6,GO:0003674
Q8IUD6,GO:0043021
Q8IUD6,GO:0140096
Q8IUE0,GO:0005488
Q8IUE0,GO:0000977
Q8IUE0,GO:0000976
Q8IUE0,GO:0003690
Q8IUE0,GO:0043565
Q8IUE0,GO:1990837
Q8IUE0,GO:0000981
Q8IUE0,GO:0001067
Q8IUE0,GO:0003700
Q8IUE0,GO:0000987
Q8IUE0,GO:0003674
Q8IUE0,GO:0140110
Q8IUE0,GO:0003676
Q8IUE0,GO:0001227
Q8IUE0,GO:0005515
Q8IUE0,GO:0000978
Q8IUE0,GO:0001217
Q8IUE0,GO:0003677
Q8IUE1,GO:0005488
Q8IUE1,GO:0000977
Q8IUE1,GO:0000976
Q8IUE1,GO:0003690
Q8IUE1,GO:0043565
Q8IUE1,GO:1990837
Q8IUE1,GO:0000981
Q8IUE1,GO:0001067
Q8IUE1,GO:0003700
Q8IUE1,GO:0000987
Q8IUE1,GO:0003674
Q8IUE1,GO:0140110
Q8IUE1,GO:0003676
Q8IUE1,GO:0001227
Q8IUE1,GO:0000978
Q8IUE1,GO:0001217
Q8IUE1,GO:0003677
Q8IUE6,GO:0005488
Q8IUE6,GO:0005198
Q8IUE6,GO:0003674
Q8IUE6,GO:0003676
Q8IUE6,GO:0005515
Q8IUE6,GO:0046983
Q8IUE6,GO:0046982
Q8IUE6,GO:0003677
Q8IUF1,GO:0005488
Q8IUF1,GO:0043167
Q8IUF1,GO:0016462
Q8IUF1,GO:0016817
Q8IUF1,GO:0003824
Q8IUF1,GO:0003674
Q8IUF1,GO:0046914
Q8IUF1,GO:0043169
Q8IUF1,GO:0016787
Q8IUF1,GO:0017111
Q8IUF1,GO:0036094
Q8IUF1,GO:0140104
Q8IUF1,GO:0008270
Q8IUF1,GO:0046872
Q8IUF1,GO:0003924
Q8IUF1,GO:0016818
Q8IUF8,GO:0016491
Q8IUF8,GO:0042802
Q8IUF8,GO:0016705
Q8IUF8,GO:0003714
Q8IUF8,GO:0140110
Q8IUF8,GO:0005515
Q8IUF8,GO:0005488
Q8IUF8,GO:0003712
Q8IUF8,GO:0003824
Q8IUF8,GO:0003674
Q8IUF8,GO:0140993
Q8IUF8,GO:0140096
Q8IUG1,GO:0005488
Q8IUG1,GO:0005198
Q8IUG1,GO:0003674
Q8IUG1,GO:0005515
Q8IUG5,GO:0005488
Q8IUG5,GO:0043167
Q8IUG5,GO:0043168
Q8IUG5,GO:0008092
Q8IUG5,GO:1901265
Q8IUG5,GO:0044877
Q8IUG5,GO:0032559
Q8IUG5,GO:1901363
Q8IUG5,GO:0003674
Q8IUG5,GO:0017076
Q8IUG5,GO:0035639
Q8IUG5,GO:0005524
Q8IUG5,GO:0036094
Q8IUG5,GO:0032555
Q8IUG5,GO:0051015
Q8IUG5,GO:0032553
Q8IUG5,GO:0005515
Q8IUG5,GO:0097367
Q8IUG5,GO:0003779
Q8IUG5,GO:0000166
Q8IUG5,GO:0003774
Q8IUG5,GO:0030554
Q8IUH3,GO:0005488
Q8IUH3,GO:0003723
Q8IUH3,GO:0003674
Q8IUH3,GO:0003676
Q8IUH3,GO:0005515
Q8IUH4,GO:0015075
Q8IUH4,GO:0016740
Q8IUH4,GO:0005215
Q8IUH4,GO:0140096
Q8IUH4,GO:0008324
Q8IUH4,GO:0003824
Q8IUH4,GO:0003674
Q8IUH4,GO:0016746
Q8IUH4,GO:0022857
Q8IUH4,GO:0046873
Q8IUH4,GO:0016747
Q8IUH5,GO:0016740
Q8IUH5,GO:0042802
Q8IUH5,GO:0005102
Q8IUH5,GO:0005515
Q8IUH5,GO:0005488
Q8IUH5,GO:0016746
Q8IUH5,GO:0016747
Q8IUH5,GO:0003824
Q8IUH5,GO:0003674
Q8IUH5,GO:0140096
Q8IUH8,GO:0060090
Q8IUH8,GO:0042803
Q8IUH8,GO:0042802
Q8IUH8,GO:0005515
Q8IUH8,GO:0008233
Q8IUH8,GO:0005488
Q8IUH8,GO:0004175
Q8IUH8,GO:0003824
Q8IUH8,GO:0003674
Q8IUH8,GO:0016787
Q8IUH8,GO:0046983
Q8IUH8,GO:0140096
Q8IUI8,GO:0005488
Q8IUI8,GO:0003674
Q8IUI8,GO:0003676
Q8IUI8,GO:0005515
Q8IUI8,GO:0042802
Q8IUI8,GO:0003677
Q8IUK5,GO:0005488
Q8IUK5,GO:0003674
Q8IUK5,GO:0005515
Q8IUK8,GO:0005488
Q8IUK8,GO:0030545
Q8IUK8,GO:0003674
Q8IUK8,GO:0098772
Q8IUK8,GO:0005515
Q8IUL8,GO:0016791
Q8IUL8,GO:0016462
Q8IUL8,GO:0016817
Q8IUL8,GO:0003824
Q8IUL8,GO:0003674
Q8IUL8,GO:0042578
Q8IUL8,GO:0016787
Q8IUL8,GO:0016788
Q8IUL8,GO:0016818
Q8IUM7,GO:0000977
Q8IUM7,GO:0000981
Q8IUM7,GO:0000987
Q8IUM7,GO:0003690
Q8IUM7,GO:1990837
Q8IUM7,GO:0044877
Q8IUM7,GO:0003700
Q8IUM7,GO:0140110
Q8IUM7,GO:0005515
Q8IUM7,GO:0005488
Q8IUM7,GO:0000976
Q8IUM7,GO:0001216
Q8IUM7,GO:0001228
Q8IUM7,GO:0043565
Q8IUM7,GO:0001067
Q8IUM7,GO:0003674
Q8IUM7,GO:0003676
Q8IUM7,GO:0000978
Q8IUM7,GO:0046983
Q8IUM7,GO:0046982
Q8IUM7,GO:0003677
Q8IUN9,GO:0060089
Q8IUN9,GO:0005488
Q8IUN9,GO:0030246
Q8IUN9,GO:0038023
Q8IUN9,GO:0003674
Q8IUN9,GO:0036094
Q8IUN9,GO:0005515
Q8IUQ0,GO:0005488
Q8IUQ0,GO:1902936
Q8IUQ0,GO:0043167
Q8IUQ0,GO:0043168
Q8IUQ0,GO:0005543
Q8IUQ0,GO:0003674
Q8IUQ0,GO:0008289
Q8IUQ0,GO:0036094
Q8IUQ0,GO:0005515
Q8IUQ0,GO:1901981
Q8IUQ4,GO:0019787
Q8IUQ4,GO:0016740
Q8IUQ4,GO:0004842
Q8IUQ4,GO:0046914
Q8IUQ4,GO:0043169
Q8IUQ4,GO:0008270
Q8IUQ4,GO:0042802
Q8IUQ4,GO:0043167
Q8IUQ4,GO:0005515
Q8IUQ4,GO:0046872
Q8IUQ4,GO:0019899
Q8IUQ4,GO:0005488
Q8IUQ4,GO:0016746
Q8IUQ4,GO:0061659
Q8IUQ4,GO:0061630
Q8IUQ4,GO:0016755
Q8IUQ4,GO:0003824
Q8IUQ4,GO:0003674
Q8IUQ4,GO:0036094
Q8IUQ4,GO:0140096
Q8IUR0,GO:0005488
Q8IUR0,GO:0003674
Q8IUR0,GO:0005515
Q8IUR5,GO:0016740
Q8IUR5,GO:0016758
Q8IUR5,GO:0003824
Q8IUR5,GO:0003674
Q8IUR5,GO:0016757
Q8IUR5,GO:0140096
Q8IUR6,GO:0005488
Q8IUR6,GO:0000977
Q8IUR6,GO:0000976
Q8IUR6,GO:0003690
Q8IUR6,GO:0043565
Q8IUR6,GO:0001216
Q8IUR6,GO:1990837
Q8IUR6,GO:0000981
Q8IUR6,GO:0001067
Q8IUR6,GO:0003700
Q8IUR6,GO:0003674
Q8IUR6,GO:0140110
Q8IUR6,GO:0001228
Q8IUR6,GO:0003676
Q8IUR6,GO:0005515
Q8IUR6,GO:0003677
Q8IUR7,GO:0005488
Q8IUR7,GO:0003674
Q8IUR7,GO:0005515
Q8IUS5,GO:0005488
Q8IUS5,GO:0003674
Q8IUS5,GO:0016787
Q8IUS5,GO:0003824
Q8IUS5,GO:0005515
Q8IUW3,GO:0005488
Q8IUW3,GO:0003674
Q8IUW3,GO:0005515
Q8IUW5,GO:0005488
Q8IUW5,GO:0003674
Q8IUW5,GO:0005515
Q8IUX1,GO:0005488
Q8IUX1,GO:0003674
Q8IUX1,GO:0005515
Q8IUX4,GO:0003723
Q8IUX4,GO:0046914
Q8IUX4,GO:0043169
Q8IUX4,GO:0008270
Q8IUX4,GO:0042802
Q8IUX4,GO:0043167
Q8IUX4,GO:0005515
Q8IUX4,GO:0046872
Q8IUX4,GO:0005488
Q8IUX4,GO:0016810
Q8IUX4,GO:0003824
Q8IUX4,GO:0003674
Q8IUX4,GO:0016787
Q8IUX4,GO:0036094
Q8IUX4,GO:0003676
Q8IUX7,GO:0000977
Q8IUX7,GO:0000981
Q8IUX7,GO:0046914
Q8IUX7,GO:0043169
Q8IUX7,GO:0001227
Q8IUX7,GO:0008270
Q8IUX7,GO:0003690
Q8IUX7,GO:0043167
Q8IUX7,GO:1990837
Q8IUX7,GO:0044877
Q8IUX7,GO:0003700
Q8IUX7,GO:0140110
Q8IUX7,GO:0008233
Q8IUX7,GO:0001217
Q8IUX7,GO:0046872
Q8IUX7,GO:0008237
Q8IUX7,GO:0005488
Q8IUX7,GO:0000976
Q8IUX7,GO:0003677
Q8IUX7,GO:0008238
Q8IUX7,GO:0043565
Q8IUX7,GO:0001067
Q8IUX7,GO:0005198
Q8IUX7,GO:0003824
Q8IUX7,GO:0003674
Q8IUX7,GO:0016787
Q8IUX7,GO:0036094
Q8IUX7,GO:0003676
Q8IUX7,GO:0005201
Q8IUX7,GO:0140096
Q8IUX8,GO:0005488
Q8IUX8,GO:0043167
Q8IUX8,GO:0050839
Q8IUX8,GO:0005178
Q8IUX8,GO:0044877
Q8IUX8,GO:0005102
Q8IUX8,GO:0003674
Q8IUX8,GO:0043169
Q8IUX8,GO:0036094
Q8IUX8,GO:0005515
Q8IUX8,GO:0005509
Q8IUX8,GO:0046872
Q8IUY3,GO:0005488
Q8IUY3,GO:1902936
Q8IUY3,GO:0043167
Q8IUY3,GO:0043168
Q8IUY3,GO:0005543
Q8IUY3,GO:0035091
Q8IUY3,GO:0003674
Q8IUY3,GO:0008289
Q8IUY3,GO:0036094
Q8IUY3,GO:0005515
Q8IUY3,GO:1901981
Q8IUZ5,GO:0005488
Q8IUZ5,GO:0043167
Q8IUZ5,GO:0043168
Q8IUZ5,GO:1901363
Q8IUZ5,GO:0003674
Q8IUZ5,GO:0036094
Q8IUZ5,GO:0005515
Q8IUZ5,GO:0019842
Q8IUZ5,GO:0042802
Q8IV01,GO:0005543
Q8IV01,GO:0043169
Q8IV01,GO:0043167
Q8IV01,GO:0008289
Q8IV01,GO:0005515
Q8IV01,GO:0005509
Q8IV01,GO:0046872
Q8IV01,GO:0005488
Q8IV01,GO:0003674
Q8IV01,GO:0098772
Q8IV01,GO:0036094
Q8IV03,GO:0005488
Q8IV03,GO:0003674
Q8IV03,GO:0005515
Q8IV04,GO:0030234
Q8IV04,GO:0005096
Q8IV04,GO:0005515
Q8IV04,GO:0005488
Q8IV04,GO:0140677
Q8IV04,GO:0008047
Q8IV04,GO:0060589
Q8IV04,GO:0030695
Q8IV04,GO:0003674
Q8IV04,GO:0098772
Q8IV08,GO:0016740
Q8IV08,GO:0004527
Q8IV08,GO:0140097
Q8IV08,GO:0140640
Q8IV08,GO:0140098
Q8IV08,GO:0016788
Q8IV08,GO:0005515
Q8IV08,GO:0004540
Q8IV08,GO:0005488
Q8IV08,GO:0016746
Q8IV08,GO:0004536
Q8IV08,GO:0016747
Q8IV08,GO:0004518
Q8IV08,GO:0003824
Q8IV08,GO:0003674
Q8IV08,GO:0016787
Q8IV13,GO:0019901
Q8IV13,GO:0005488
Q8IV13,GO:0019900
Q8IV13,GO:0003674
Q8IV13,GO:0098772
Q8IV13,GO:0005515
Q8IV13,GO:0030234
Q8IV13,GO:0019887
Q8IV13,GO:0019207
Q8IV13,GO:0019899
Q8IV16,GO:0060229
Q8IV16,GO:0030234
Q8IV16,GO:0044877
Q8IV16,GO:0140104
Q8IV16,GO:0005515
Q8IV16,GO:0019899
Q8IV16,GO:0005488
Q8IV16,GO:0140677
Q8IV16,GO:0008047
Q8IV16,GO:0003674
Q8IV16,GO:0098772
Q8IV20,GO:0016740
Q8IV20,GO:0016491
Q8IV20,GO:0046914
Q8IV20,GO:0043169
Q8IV20,GO:0043167
Q8IV20,GO:0016757
Q8IV20,GO:0005515
Q8IV20,GO:0046872
Q8IV20,GO:0005488
Q8IV20,GO:0016810
Q8IV20,GO:0003824
Q8IV20,GO:0003674
Q8IV20,GO:0016787
Q8IV20,GO:0036094
Q8IV31,GO:0005488
Q8IV31,GO:0003674
Q8IV31,GO:0005515
Q8IV33,GO:0003674
Q8IV33,GO:0005488
Q8IV33,GO:0005515
Q8IV35,GO:0005488
Q8IV35,GO:0043167
Q8IV35,GO:0003674
Q8IV35,GO:0043169
Q8IV35,GO:0036094
Q8IV35,GO:0005515
Q8IV35,GO:0005509
Q8IV35,GO:0046872
Q8IV36,GO:0005488
Q8IV36,GO:0003674
Q8IV36,GO:0005515
Q8IV38,GO:0005515
Q8IV38,GO:0005488
Q8IV38,GO:0003674
Q8IV38,GO:0019899
Q8IV42,GO:0016301
Q8IV42,GO:0003723
Q8IV42,GO:0005488
Q8IV42,GO:0140640
Q8IV42,GO:0003674
Q8IV42,GO:0016740
Q8IV42,GO:0140101
Q8IV42,GO:0016772
Q8IV42,GO:0003676
Q8IV42,GO:0003824
Q8IV42,GO:0016773
Q8IV42,GO:0140098
Q8IV45,GO:0060089
Q8IV45,GO:0005488
Q8IV45,GO:0003824
Q8IV45,GO:0038023
Q8IV45,GO:0003674
Q8IV45,GO:0016787
Q8IV45,GO:0005515
Q8IV45,GO:0008233
Q8IV45,GO:0004888
Q8IV45,GO:0140096
Q8IV48,GO:0004527
Q8IV48,GO:0003723
Q8IV48,GO:0140640
Q8IV48,GO:0140098
Q8IV48,GO:0016788
Q8IV48,GO:0044877
Q8IV48,GO:0005515
Q8IV48,GO:0004540
Q8IV48,GO:0005488
Q8IV48,GO:0004518
Q8IV48,GO:0003824
Q8IV48,GO:0003674
Q8IV48,GO:0016787
Q8IV48,GO:0003676
Q8IV48,GO:0043021
Q8IV48,GO:0043022
Q8IV53,GO:0005488
Q8IV53,GO:0005085
Q8IV53,GO:0030695
Q8IV53,GO:0060589
Q8IV53,GO:0005543
Q8IV53,GO:0003674
Q8IV53,GO:0008289
Q8IV53,GO:0098772
Q8IV53,GO:0005515
Q8IV53,GO:0030234
Q8IV53,GO:1901981
Q8IV56,GO:0003674
Q8IV56,GO:0005488
Q8IV56,GO:0005515
Q8IV61,GO:0005488
Q8IV61,GO:0140677
Q8IV61,GO:0051020
Q8IV61,GO:0043167
Q8IV61,GO:0019900
Q8IV61,GO:0005085
Q8IV61,GO:0030695
Q8IV61,GO:0008047
Q8IV61,GO:0060589
Q8IV61,GO:0031267
Q8IV61,GO:0008289
Q8IV61,GO:0003674
Q8IV61,GO:0098772
Q8IV61,GO:0005096
Q8IV61,GO:0043169
Q8IV61,GO:0036094
Q8IV61,GO:0005515
Q8IV61,GO:0030234
Q8IV61,GO:0005509
Q8IV61,GO:0046872
Q8IV61,GO:0019899
Q8IV63,GO:0005488
Q8IV63,GO:0098772
Q8IV63,GO:0019208
Q8IV63,GO:0140677
Q8IV63,GO:0016740
Q8IV63,GO:0043167
Q8IV63,GO:0140096
Q8IV63,GO:0043168
Q8IV63,GO:0004674
Q8IV63,GO:0016301
Q8IV63,GO:1901265
Q8IV63,GO:0008047
Q8IV63,GO:0016772
Q8IV63,GO:0032559
Q8IV63,GO:0003824
Q8IV63,GO:1901363
Q8IV63,GO:0019888
Q8IV63,GO:0003674
Q8IV63,GO:0019902
Q8IV63,GO:0035639
Q8IV63,GO:0005524
Q8IV63,GO:0017076
Q8IV63,GO:0036094
Q8IV63,GO:0032555
Q8IV63,GO:0032553
Q8IV63,GO:0005515
Q8IV63,GO:0019903
Q8IV63,GO:0030234
Q8IV63,GO:0097367
Q8IV63,GO:0000166
Q8IV63,GO:0030554
Q8IV63,GO:0004672
Q8IV63,GO:0106310
Q8IV63,GO:0019899
Q8IV63,GO:0016773
Q8IV76,GO:0000977
Q8IV76,GO:0000981
Q8IV76,GO:0000987
Q8IV76,GO:0003690
Q8IV76,GO:1990837
Q8IV76,GO:0003700
Q8IV76,GO:0140110
Q8IV76,GO:0005515
Q8IV76,GO:0005488
Q8IV76,GO:0000976
Q8IV76,GO:0140678
Q8IV76,GO:0140297
Q8IV76,GO:0008134
Q8IV76,GO:0043565
Q8IV76,GO:0001067
Q8IV76,GO:0003674
Q8IV76,GO:0098772
Q8IV76,GO:0003676
Q8IV76,GO:0000978
Q8IV76,GO:0003677
Q8IV77,GO:0015276
Q8IV77,GO:0043168
Q8IV77,GO:0017076
Q8IV77,GO:0032555
Q8IV77,GO:0099094
Q8IV77,GO:0005216
Q8IV77,GO:0043167
Q8IV77,GO:0015267
Q8IV77,GO:0022857
Q8IV77,GO:0032553
Q8IV77,GO:0097367
Q8IV77,GO:0000166
Q8IV77,GO:0022836
Q8IV77,GO:0005488
Q8IV77,GO:1901265
Q8IV77,GO:0022803
Q8IV77,GO:1901363
Q8IV77,GO:0022834
Q8IV77,GO:0019001
Q8IV77,GO:0015075
Q8IV77,GO:0005261
Q8IV77,GO:0005215
Q8IV77,GO:0008324
Q8IV77,GO:0003674
Q8IV77,GO:0036094
Q8IV77,GO:0032561
Q8IVA1,GO:0005488
Q8IVA1,GO:0005085
Q8IVA1,GO:0030695
Q8IVA1,GO:0003674
Q8IVA1,GO:0098772
Q8IVA1,GO:0060589
Q8IVA1,GO:0005515
Q8IVA1,GO:0030234
Q8IVB4,GO:0015291
Q8IVB4,GO:0015078
Q8IVB4,GO:0015081
Q8IVB4,GO:0015079
Q8IVB4,GO:0022857
Q8IVB4,GO:0005515
Q8IVB4,GO:0046873
Q8IVB4,GO:0005488
Q8IVB4,GO:0015075
Q8IVB4,GO:0005215
Q8IVB4,GO:0008324
Q8IVB4,GO:0022804
Q8IVB4,GO:0015297
Q8IVB4,GO:0003674
Q8IVB5,GO:0016887
Q8IVB5,GO:0019787
Q8IVB5,GO:0016740
Q8IVB5,GO:0016462
Q8IVB5,GO:0008641
Q8IVB5,GO:0140657
Q8IVB5,GO:0016755
Q8IVB5,GO:0016874
Q8IVB5,GO:0016817
Q8IVB5,GO:0003824
Q8IVB5,GO:0061650
Q8IVB5,GO:0019778
Q8IVB5,GO:0003674
Q8IVB5,GO:0019777
Q8IVB5,GO:0016787
Q8IVB5,GO:0017111
Q8IVB5,GO:0016746
Q8IVB5,GO:0061659
Q8IVB5,GO:0061651
Q8IVB5,GO:0016877
Q8IVB5,GO:0019786
Q8IVB5,GO:0061660
Q8IVB5,GO:0140096
Q8IVB5,GO:0016818
Q8IVC4,GO:0005488
Q8IVC4,GO:0000977
Q8IVC4,GO:0000976
Q8IVC4,GO:0003690
Q8IVC4,GO:0043565
Q8IVC4,GO:1990837
Q8IVC4,GO:0000981
Q8IVC4,GO:0001067
Q8IVC4,GO:0003700
Q8IVC4,GO:0000987
Q8IVC4,GO:0003674
Q8IVC4,GO:0140110
Q8IVC4,GO:0003676
Q8IVC4,GO:0000978
Q8IVC4,GO:0003677
Q8IVD9,GO:0005488
Q8IVD9,GO:0003674
Q8IVD9,GO:0005515
Q8IVE3,GO:0005488
Q8IVE3,GO:0008092
Q8IVE3,GO:0003674
Q8IVE3,GO:0005515
Q8IVE3,GO:0003779
Q8IVF2,GO:0005488
Q8IVF2,GO:0003674
Q8IVF2,GO:0005515
Q8IVF4,GO:0043168
Q8IVF4,GO:0016817
Q8IVF4,GO:0032559
Q8IVF4,GO:0017076
Q8IVF4,GO:0017111
Q8IVF4,GO:0032555
Q8IVF4,GO:0015631
Q8IVF4,GO:0120543
Q8IVF4,GO:0043167
Q8IVF4,GO:0140657
Q8IVF4,GO:0032553
Q8IVF4,GO:0005515
Q8IVF4,GO:0097367
Q8IVF4,GO:0008017
Q8IVF4,GO:0120544
Q8IVF4,GO:0000166
Q8IVF4,GO:0016853
Q8IVF4,GO:0016818
Q8IVF4,GO:0005488
Q8IVF4,GO:0008092
Q8IVF4,GO:1901265
Q8IVF4,GO:1901363
Q8IVF4,GO:0035639
Q8IVF4,GO:0005524
Q8IVF4,GO:0030554
Q8IVF4,GO:0016887
Q8IVF4,GO:0016462
Q8IVF4,GO:0003824
Q8IVF4,GO:0003674
Q8IVF4,GO:0016787
Q8IVF4,GO:0036094
Q8IVF4,GO:0003774
Q8IVF5,GO:0030234
Q8IVF5,GO:0005085
Q8IVF5,GO:0005096
Q8IVF5,GO:0005515
Q8IVF5,GO:0005488
Q8IVF5,GO:0140677
Q8IVF5,GO:0008047
Q8IVF5,GO:0060589
Q8IVF5,GO:0030695
Q8IVF5,GO:0003674
Q8IVF5,GO:0098772
Q8IVF7,GO:0005488
Q8IVF7,GO:0051020
Q8IVF7,GO:0008092
Q8IVF7,GO:0044877
